biosample_id,pathway_id,pathway_name,expr_sum
nmdc:bsm-11-622k6044,map02042,Bacterial toxins [BR:ko02042],17543
nmdc:bsm-11-622k6044,map02044,Secretion system [BR:ko02044],532130
nmdc:bsm-11-622k6044,map02048,Prokaryotic defense system [BR:ko02048],67617
nmdc:bsm-11-622k6044,map02060,Phosphotransferase system (PTS) [PATH:ko02060],7910
nmdc:bsm-11-622k6044,map03000,Transcription factors [BR:ko03000],424000
nmdc:bsm-11-622k6044,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],6394
nmdc:bsm-11-622k6044,map03009,Ribosome biogenesis [BR:ko03009],160882
nmdc:bsm-11-622k6044,map03010,Ribosome [PATH:ko03010],821571
nmdc:bsm-11-622k6044,map03011,Ribosome [BR:ko03011],821862
nmdc:bsm-11-622k6044,map03012,Translation factors [BR:ko03012],266901
nmdc:bsm-11-622k6044,map03013,Nucleocytoplasmic transport [PATH:ko03013],13986
nmdc:bsm-11-622k6044,map03015,mRNA surveillance pathway [PATH:ko03015],5320
nmdc:bsm-11-622k6044,map03016,Transfer RNA biogenesis [BR:ko03016],199145
nmdc:bsm-11-622k6044,map03018,RNA degradation [PATH:ko03018],247281
nmdc:bsm-11-622k6044,map03019,Messenger RNA biogenesis [BR:ko03019],299095
nmdc:bsm-11-622k6044,map03020,RNA polymerase [PATH:ko03020],269567
nmdc:bsm-11-622k6044,map03021,Transcription machinery [BR:ko03021],708218
nmdc:bsm-11-622k6044,map03022,Basal transcription factors [PATH:ko03022],2957
nmdc:bsm-11-622k6044,map03029,Mitochondrial biogenesis [BR:ko03029],529604
nmdc:bsm-11-622k6044,map03030,DNA replication [PATH:ko03030],34814
nmdc:bsm-11-622k6044,map03032,DNA replication proteins [BR:ko03032],150887
nmdc:bsm-11-622k6044,map03036,Chromosome and associated proteins [BR:ko03036],263701
nmdc:bsm-11-622k6044,map03037,Cilium and associated proteins [BR:ko03037],3100
nmdc:bsm-11-622k6044,map03040,Spliceosome [PATH:ko03040],11237
nmdc:bsm-11-622k6044,map03041,Spliceosome [BR:ko03041],40884
nmdc:bsm-11-622k6044,map03050,Proteasome [PATH:ko03050],13600
nmdc:bsm-11-622k6044,map03051,Proteasome [BR:ko03051],27820
nmdc:bsm-11-622k6044,map03060,Protein export [PATH:ko03060],145847
nmdc:bsm-11-622k6044,map03070,Bacterial secretion system [PATH:ko03070],216457
nmdc:bsm-11-622k6044,map03082,ATP-dependent chromatin remodeling [PATH:ko03082],6112
nmdc:bsm-11-622k6044,map03083,Polycomb repressive complex [PATH:ko03083],3967
nmdc:bsm-11-622k6044,map03110,Chaperones and folding catalysts [BR:ko03110],582384
nmdc:bsm-11-622k6044,map03200,Viral proteins [BR:ko03200],17
nmdc:bsm-11-622k6044,map03250,Viral life cycle - HIV-1 [PATH:ko03250],4706
nmdc:bsm-11-622k6044,map03258,Virion - Bacteriophage lambda [PATH:ko03258],16
nmdc:bsm-11-622k6044,map03264,Virion - Flavivirus and Alphavirus [PATH:ko03264],136
nmdc:bsm-11-622k6044,map03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus [PATH:ko03265]",75
nmdc:bsm-11-622k6044,map03266,Virion - Herpesvirus [PATH:ko03266],78
nmdc:bsm-11-622k6044,map03271,Virion - Rotavirus [PATH:ko03271],4
nmdc:bsm-11-622k6044,map03272,Virion - Hepatitis viruses [PATH:ko03272],1411
nmdc:bsm-11-622k6044,map03273,Virion - Lassa virus and SFTS virus [PATH:ko03273],725
nmdc:bsm-11-622k6044,map03310,Nuclear receptors [BR:ko03310],28
nmdc:bsm-11-622k6044,map03320,PPAR signaling pathway [PATH:ko03320],57008
nmdc:bsm-11-622k6044,map03400,DNA repair and recombination proteins [BR:ko03400],502780
nmdc:bsm-11-622k6044,map03410,Base excision repair [PATH:ko03410],11017
nmdc:bsm-11-622k6044,map03420,Nucleotide excision repair [PATH:ko03420],23152
nmdc:bsm-11-622k6044,map03430,Mismatch repair [PATH:ko03430],35034
nmdc:bsm-11-622k6044,map03440,Homologous recombination [PATH:ko03440],43281
nmdc:bsm-11-622k6044,map03450,Non-homologous end-joining [PATH:ko03450],7839
nmdc:bsm-11-622k6044,map03460,Fanconi anemia pathway [PATH:ko03460],619
nmdc:bsm-11-622k6044,map04010,MAPK signaling pathway [PATH:ko04010],8880
nmdc:bsm-11-622k6044,map04011,MAPK signaling pathway - yeast [PATH:ko04011],20619
nmdc:bsm-11-622k6044,map04012,ErbB signaling pathway [PATH:ko04012],2970
nmdc:bsm-11-622k6044,map04013,MAPK signaling pathway - fly [PATH:ko04013],19477
nmdc:bsm-11-622k6044,map04014,Ras signaling pathway [PATH:ko04014],7632
nmdc:bsm-11-622k6044,map04015,Rap1 signaling pathway [PATH:ko04015],8154
nmdc:bsm-11-622k6044,map04016,MAPK signaling pathway - plant [PATH:ko04016],16052
nmdc:bsm-11-622k6044,map04020,Calcium signaling pathway [PATH:ko04020],5350
nmdc:bsm-11-622k6044,map04022,cGMP-PKG signaling pathway [PATH:ko04022],8724
nmdc:bsm-11-622k6044,map04024,cAMP signaling pathway [PATH:ko04024],7619
nmdc:bsm-11-622k6044,map04030,G protein-coupled receptors [BR:ko04030],684
nmdc:bsm-11-622k6044,map04031,GTP-binding proteins [BR:ko04031],9808
nmdc:bsm-11-622k6044,map04040,Ion channels [BR:ko04040],769
nmdc:bsm-11-622k6044,map04052,Cytokines and neuropeptides [BR:ko04052],401
nmdc:bsm-11-622k6044,map04054,Pattern recognition receptors [BR:ko04054],27
nmdc:bsm-11-622k6044,map04060,Cytokine-cytokine receptor interaction [PATH:ko04060],4
nmdc:bsm-11-622k6044,map04062,Chemokine signaling pathway [PATH:ko04062],5823
nmdc:bsm-11-622k6044,map04064,NF-kappa B signaling pathway [PATH:ko04064],633
nmdc:bsm-11-622k6044,map04066,HIF-1 signaling pathway [PATH:ko04066],26817
nmdc:bsm-11-622k6044,map04068,FoxO signaling pathway [PATH:ko04068],32209
nmdc:bsm-11-622k6044,map04070,Phosphatidylinositol signaling system [PATH:ko04070],5262
nmdc:bsm-11-622k6044,map04071,Sphingolipid signaling pathway [PATH:ko04071],8699
nmdc:bsm-11-622k6044,map04072,Phospholipase D signaling pathway [PATH:ko04072],5762
nmdc:bsm-11-622k6044,map04075,Plant hormone signal transduction [PATH:ko04075],51170
nmdc:bsm-11-622k6044,map04080,Neuroactive ligand-receptor interaction [PATH:ko04080],681
nmdc:bsm-11-622k6044,map04081,Hormone signaling [PATH:ko04081],1981
nmdc:bsm-11-622k6044,map04090,CD molecules [BR:ko04090],4542
nmdc:bsm-11-622k6044,map04091,Lectins [BR:ko04091],877
nmdc:bsm-11-622k6044,map04110,Cell cycle [PATH:ko04110],5577
nmdc:bsm-11-622k6044,map04111,Cell cycle - yeast [PATH:ko04111],5407
nmdc:bsm-11-622k6044,map04112,Cell cycle - Caulobacter [PATH:ko04112],235124
nmdc:bsm-11-622k6044,map04113,Meiosis - yeast [PATH:ko04113],16637
nmdc:bsm-11-622k6044,map04114,Oocyte meiosis [PATH:ko04114],7469
nmdc:bsm-11-622k6044,map04115,p53 signaling pathway [PATH:ko04115],8829
nmdc:bsm-11-622k6044,map04120,Ubiquitin mediated proteolysis [PATH:ko04120],22436
nmdc:bsm-11-622k6044,map04121,Ubiquitin system [BR:ko04121],35244
nmdc:bsm-11-622k6044,map04122,Sulfur relay system [PATH:ko04122],83168
nmdc:bsm-11-622k6044,map04130,SNARE interactions in vesicular transport [PATH:ko04130],1297
nmdc:bsm-11-622k6044,map04131,Membrane trafficking [BR:ko04131],107446
nmdc:bsm-11-622k6044,map04136,Autophagy - other [PATH:ko04136],1833
nmdc:bsm-11-622k6044,map04137,Mitophagy - animal [PATH:ko04137],33782
nmdc:bsm-11-622k6044,map04138,Autophagy - yeast [PATH:ko04138],9873
nmdc:bsm-11-622k6044,map04139,Mitophagy - yeast [PATH:ko04139],2222
nmdc:bsm-11-622k6044,map04140,Autophagy - animal [PATH:ko04140],27160
nmdc:bsm-11-622k6044,map04141,Protein processing in endoplasmic reticulum [PATH:ko04141],48744
nmdc:bsm-11-622k6044,map04142,Lysosome [PATH:ko04142],20305
nmdc:bsm-11-622k6044,map04144,Endocytosis [PATH:ko04144],13501
nmdc:bsm-11-622k6044,map04145,Phagosome [PATH:ko04145],21003
nmdc:bsm-11-622k6044,map04146,Peroxisome [PATH:ko04146],61636
nmdc:bsm-11-622k6044,map04147,Exosome [BR:ko04147],519176
nmdc:bsm-11-622k6044,map04148,Efferocytosis [PATH:ko04148],19673
nmdc:bsm-11-622k6044,map04150,mTOR signaling pathway [PATH:ko04150],6058
nmdc:bsm-11-622k6044,map04151,PI3K-Akt signaling pathway [PATH:ko04151],20579
nmdc:bsm-11-622k6044,map04152,AMPK signaling pathway [PATH:ko04152],20295
nmdc:bsm-11-622k6044,map04210,Apoptosis [PATH:ko04210],22843
nmdc:bsm-11-622k6044,map04211,Longevity regulating pathway [PATH:ko04211],23576
nmdc:bsm-11-622k6044,map04212,Longevity regulating pathway - worm [PATH:ko04212],189166
nmdc:bsm-11-622k6044,map04213,Longevity regulating pathway - multiple species [PATH:ko04213],63870
nmdc:bsm-11-622k6044,map04214,Apoptosis - fly [PATH:ko04214],10948
nmdc:bsm-11-622k6044,map04215,Apoptosis - multiple species [PATH:ko04215],8235
nmdc:bsm-11-622k6044,map04216,Ferroptosis [PATH:ko04216],15266
nmdc:bsm-11-622k6044,map04217,Necroptosis [PATH:ko04217],78368
nmdc:bsm-11-622k6044,map04218,Cellular senescence [PATH:ko04218],7185
nmdc:bsm-11-622k6044,map04260,Cardiac muscle contraction [PATH:ko04260],39751
nmdc:bsm-11-622k6044,map04261,Adrenergic signaling in cardiomyocytes [PATH:ko04261],6080
nmdc:bsm-11-622k6044,map04270,Vascular smooth muscle contraction [PATH:ko04270],3929
nmdc:bsm-11-622k6044,map04310,Wnt signaling pathway [PATH:ko04310],4897
nmdc:bsm-11-622k6044,map04320,Dorso-ventral axis formation [PATH:ko04320],2036
nmdc:bsm-11-622k6044,map04330,Notch signaling pathway [PATH:ko04330],579
nmdc:bsm-11-622k6044,map04340,Hedgehog signaling pathway [PATH:ko04340],804
nmdc:bsm-11-622k6044,map04341,Hedgehog signaling pathway - fly [PATH:ko04341],1979
nmdc:bsm-11-622k6044,map04350,TGF-beta signaling pathway [PATH:ko04350],3359
nmdc:bsm-11-622k6044,map04360,Axon guidance [PATH:ko04360],6135
nmdc:bsm-11-622k6044,map04361,Axon regeneration [PATH:ko04361],6811
nmdc:bsm-11-622k6044,map04370,VEGF signaling pathway [PATH:ko04370],3819
nmdc:bsm-11-622k6044,map04371,Apelin signaling pathway [PATH:ko04371],5219
nmdc:bsm-11-622k6044,map04380,Osteoclast differentiation [PATH:ko04380],5104
nmdc:bsm-11-622k6044,map04390,Hippo signaling pathway [PATH:ko04390],4630
nmdc:bsm-11-622k6044,map04391,Hippo signaling pathway - fly [PATH:ko04391],3804
nmdc:bsm-11-622k6044,map04392,Hippo signaling pathway - multiple species [PATH:ko04392],661
nmdc:bsm-11-622k6044,map04510,Focal adhesion [PATH:ko04510],6513
nmdc:bsm-11-622k6044,map04512,ECM-receptor interaction [PATH:ko04512],239
nmdc:bsm-11-622k6044,map04514,Cell adhesion molecules [PATH:ko04514],49
nmdc:bsm-11-622k6044,map04515,Cell adhesion molecules [BR:ko04515],108
nmdc:bsm-11-622k6044,map04520,Adherens junction [PATH:ko04520],4835
nmdc:bsm-11-622k6044,map04530,Tight junction [PATH:ko04530],13247
nmdc:bsm-11-622k6044,map04540,Gap junction [PATH:ko04540],12533
nmdc:bsm-11-622k6044,map04550,Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],1977
nmdc:bsm-11-622k6044,map04610,Complement and coagulation cascades [PATH:ko04610],12
nmdc:bsm-11-622k6044,map04611,Platelet activation [PATH:ko04611],4040
nmdc:bsm-11-622k6044,map04612,Antigen processing and presentation [PATH:ko04612],14336
nmdc:bsm-11-622k6044,map04613,Neutrophil extracellular trap formation [PATH:ko04613],23561
nmdc:bsm-11-622k6044,map04614,Renin-angiotensin system [PATH:ko04614],4826
nmdc:bsm-11-622k6044,map04620,Toll-like receptor signaling pathway [PATH:ko04620],2258
nmdc:bsm-11-622k6044,map04621,NOD-like receptor signaling pathway [PATH:ko04621],56621
nmdc:bsm-11-622k6044,map04622,RIG-I-like receptor signaling pathway [PATH:ko04622],641
nmdc:bsm-11-622k6044,map04623,Cytosolic DNA-sensing pathway [PATH:ko04623],842
nmdc:bsm-11-622k6044,map04624,Toll and Imd signaling pathway [PATH:ko04624],1290
nmdc:bsm-11-622k6044,map04625,C-type lectin receptor signaling pathway [PATH:ko04625],4069
nmdc:bsm-11-622k6044,map04626,Plant-pathogen interaction [PATH:ko04626],101407
nmdc:bsm-11-622k6044,map04630,JAK-STAT signaling pathway [PATH:ko04630],1112
nmdc:bsm-11-622k6044,map04640,Hematopoietic cell lineage [PATH:ko04640],7
nmdc:bsm-11-622k6044,map04650,Natural killer cell mediated cytotoxicity [PATH:ko04650],4002
nmdc:bsm-11-622k6044,map04657,IL-17 signaling pathway [PATH:ko04657],6234
nmdc:bsm-11-622k6044,map04658,Th1 and Th2 cell differentiation [PATH:ko04658],1684
nmdc:bsm-11-622k6044,map04659,Th17 cell differentiation [PATH:ko04659],6541
nmdc:bsm-11-622k6044,map04660,T cell receptor signaling pathway [PATH:ko04660],4501
nmdc:bsm-11-622k6044,map04662,B cell receptor signaling pathway [PATH:ko04662],4162
nmdc:bsm-11-622k6044,map04664,Fc epsilon RI signaling pathway [PATH:ko04664],3586
nmdc:bsm-11-622k6044,map04666,Fc gamma R-mediated phagocytosis [PATH:ko04666],7137
nmdc:bsm-11-622k6044,map04668,TNF signaling pathway [PATH:ko04668],961
nmdc:bsm-11-622k6044,map04670,Leukocyte transendothelial migration [PATH:ko04670],5387
nmdc:bsm-11-622k6044,map04710,Circadian rhythm [PATH:ko04710],1595
nmdc:bsm-11-622k6044,map04711,Circadian rhythm - fly [PATH:ko04711],277
nmdc:bsm-11-622k6044,map04712,Circadian rhythm - plant [PATH:ko04712],381
nmdc:bsm-11-622k6044,map04713,Circadian entrainment [PATH:ko04713],3154
nmdc:bsm-11-622k6044,map04714,Thermogenesis [PATH:ko04714],90082
nmdc:bsm-11-622k6044,map04720,Long-term potentiation [PATH:ko04720],3816
nmdc:bsm-11-622k6044,map04721,Synaptic vesicle cycle [PATH:ko04721],3960
nmdc:bsm-11-622k6044,map04722,Neurotrophin signaling pathway [PATH:ko04722],8123
nmdc:bsm-11-622k6044,map04723,Retrograde endocannabinoid signaling [PATH:ko04723],17193
nmdc:bsm-11-622k6044,map04724,Glutamatergic synapse [PATH:ko04724],49809
nmdc:bsm-11-622k6044,map04725,Cholinergic synapse [PATH:ko04725],2981
nmdc:bsm-11-622k6044,map04726,Serotonergic synapse [PATH:ko04726],3793
nmdc:bsm-11-622k6044,map04727,GABAergic synapse [PATH:ko04727],50145
nmdc:bsm-11-622k6044,map04728,Dopaminergic synapse [PATH:ko04728],5438
nmdc:bsm-11-622k6044,map04730,Long-term depression [PATH:ko04730],2528
nmdc:bsm-11-622k6044,map04740,Olfactory transduction [PATH:ko04740],1824
nmdc:bsm-11-622k6044,map04742,Taste transduction [PATH:ko04742],70
nmdc:bsm-11-622k6044,map04744,Phototransduction [PATH:ko04744],1712
nmdc:bsm-11-622k6044,map04745,Phototransduction - fly [PATH:ko04745],2348
nmdc:bsm-11-622k6044,map04750,Inflammatory mediator regulation of TRP channels [PATH:ko04750],1946
nmdc:bsm-11-622k6044,map04810,Regulation of actin cytoskeleton [PATH:ko04810],12737
nmdc:bsm-11-622k6044,map04812,Cytoskeleton proteins [BR:ko04812],71762
nmdc:bsm-11-622k6044,map04814,Motor proteins [PATH:ko04814],25285
nmdc:bsm-11-622k6044,map04820,Cytoskeleton in muscle cells [PATH:ko04820],9611
nmdc:bsm-11-622k6044,map04910,Insulin signaling pathway [PATH:ko04910],24264
nmdc:bsm-11-622k6044,map04911,Insulin secretion [PATH:ko04911],1526
nmdc:bsm-11-622k6044,map04912,GnRH signaling pathway [PATH:ko04912],3898
nmdc:bsm-11-622k6044,map04913,Ovarian steroidogenesis [PATH:ko04913],99
nmdc:bsm-11-622k6044,map04914,Progesterone-mediated oocyte maturation [PATH:ko04914],7278
nmdc:bsm-11-622k6044,map04915,Estrogen signaling pathway [PATH:ko04915],13735
nmdc:bsm-11-622k6044,map04916,Melanogenesis [PATH:ko04916],5104
nmdc:bsm-11-622k6044,map04917,Prolactin signaling pathway [PATH:ko04917],4572
nmdc:bsm-11-622k6044,map04918,Thyroid hormone synthesis [PATH:ko04918],6984
nmdc:bsm-11-622k6044,map04919,Thyroid hormone signaling pathway [PATH:ko04919],22102
nmdc:bsm-11-622k6044,map04920,Adipocytokine signaling pathway [PATH:ko04920],20207
nmdc:bsm-11-622k6044,map04921,Oxytocin signaling pathway [PATH:ko04921],10094
nmdc:bsm-11-622k6044,map04922,Glucagon signaling pathway [PATH:ko04922],24650
nmdc:bsm-11-622k6044,map04923,Regulation of lipolysis in adipocytes [PATH:ko04923],949
nmdc:bsm-11-622k6044,map04924,Renin secretion [PATH:ko04924],3893
nmdc:bsm-11-622k6044,map04925,Aldosterone synthesis and secretion [PATH:ko04925],3302
nmdc:bsm-11-622k6044,map04926,Relaxin signaling pathway [PATH:ko04926],3386
nmdc:bsm-11-622k6044,map04927,Cortisol synthesis and secretion [PATH:ko04927],151
nmdc:bsm-11-622k6044,map04928,"Parathyroid hormone synthesis, secretion and action [PATH:ko04928]",2649
nmdc:bsm-11-622k6044,map04929,GnRH secretion [PATH:ko04929],1634
nmdc:bsm-11-622k6044,map04930,Type II diabetes mellitus [PATH:ko04930],4403
nmdc:bsm-11-622k6044,map04931,Insulin resistance [PATH:ko04931],22301
nmdc:bsm-11-622k6044,map04932,Non-alcoholic fatty liver disease [PATH:ko04932],49792
nmdc:bsm-11-622k6044,map04933,AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933],5885
nmdc:bsm-11-622k6044,map04934,Cushing syndrome [PATH:ko04934],4663
nmdc:bsm-11-622k6044,map04935,"Growth hormone synthesis, secretion and action [PATH:ko04935]",3492
nmdc:bsm-11-622k6044,map04936,Alcoholic liver disease [PATH:ko04936],35769
nmdc:bsm-11-622k6044,map04940,Type I diabetes mellitus [PATH:ko04940],86294
nmdc:bsm-11-622k6044,map04950,Maturity onset diabetes of the young [PATH:ko04950],2
nmdc:bsm-11-622k6044,map04960,Aldosterone-regulated sodium reabsorption [PATH:ko04960],3007
nmdc:bsm-11-622k6044,map04961,Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961],2828
nmdc:bsm-11-622k6044,map04962,Vasopressin-regulated water reabsorption [PATH:ko04962],1831
nmdc:bsm-11-622k6044,map04964,Proximal tubule bicarbonate reclamation [PATH:ko04964],16737
nmdc:bsm-11-622k6044,map04966,Collecting duct acid secretion [PATH:ko04966],1933
nmdc:bsm-11-622k6044,map04970,Salivary secretion [PATH:ko04970],3692
nmdc:bsm-11-622k6044,map04971,Gastric acid secretion [PATH:ko04971],4255
nmdc:bsm-11-622k6044,map04972,Pancreatic secretion [PATH:ko04972],6199
nmdc:bsm-11-622k6044,map04973,Carbohydrate digestion and absorption [PATH:ko04973],3016
nmdc:bsm-11-622k6044,map04974,Protein digestion and absorption [PATH:ko04974],4122
nmdc:bsm-11-622k6044,map04975,Fat digestion and absorption [PATH:ko04975],20621
nmdc:bsm-11-622k6044,map04976,Bile secretion [PATH:ko04976],5439
nmdc:bsm-11-622k6044,map04977,Vitamin digestion and absorption [PATH:ko04977],1160
nmdc:bsm-11-622k6044,map04978,Mineral absorption [PATH:ko04978],4385
nmdc:bsm-11-622k6044,map04979,Cholesterol metabolism [PATH:ko04979],555
nmdc:bsm-11-622k6044,map04980,Cobalamin transport and metabolism [PATH:ko04980],19869
nmdc:bsm-11-622k6044,map04981,Folate transport and metabolism [PATH:ko04981],26205
nmdc:bsm-11-622k6044,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990],3888
nmdc:bsm-11-622k6044,map05010,Alzheimer disease [PATH:ko05010],104910
nmdc:bsm-11-622k6044,map05012,Parkinson disease [PATH:ko05012],142094
nmdc:bsm-11-622k6044,map05014,Amyotrophic lateral sclerosis [PATH:ko05014],112744
nmdc:bsm-11-622k6044,map05016,Huntington disease [PATH:ko05016],111832
nmdc:bsm-11-622k6044,map05017,Spinocerebellar ataxia [PATH:ko05017],16579
nmdc:bsm-11-622k6044,map05020,Prion disease [PATH:ko05020],100115
nmdc:bsm-11-622k6044,map05022,Pathways of neurodegeneration - multiple diseases [PATH:ko05022],133827
nmdc:bsm-11-622k6044,map05030,Cocaine addiction [PATH:ko05030],1579
nmdc:bsm-11-622k6044,map05031,Amphetamine addiction [PATH:ko05031],3297
nmdc:bsm-11-622k6044,map05032,Morphine addiction [PATH:ko05032],1186
nmdc:bsm-11-622k6044,map05033,Nicotine addiction [PATH:ko05033],10
nmdc:bsm-11-622k6044,map05034,Alcoholism [PATH:ko05034],21648
nmdc:bsm-11-622k6044,map05100,Bacterial invasion of epithelial cells [PATH:ko05100],7417
nmdc:bsm-11-622k6044,map05110,Vibrio cholerae infection [PATH:ko05110],4712
nmdc:bsm-11-622k6044,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111],99582
nmdc:bsm-11-622k6044,map05120,Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120],5066
nmdc:bsm-11-622k6044,map05130,Pathogenic Escherichia coli infection [PATH:ko05130],37111
nmdc:bsm-11-622k6044,map05131,Shigellosis [PATH:ko05131],58178
nmdc:bsm-11-622k6044,map05132,Salmonella infection [PATH:ko05132],89992
nmdc:bsm-11-622k6044,map05133,Pertussis [PATH:ko05133],26924
nmdc:bsm-11-622k6044,map05134,Legionellosis [PATH:ko05134],137124
nmdc:bsm-11-622k6044,map05135,Yersinia infection [PATH:ko05135],6946
nmdc:bsm-11-622k6044,map05140,Leishmaniasis [PATH:ko05140],10962
nmdc:bsm-11-622k6044,map05142,Chagas disease [PATH:ko05142],4031
nmdc:bsm-11-622k6044,map05143,African trypanosomiasis [PATH:ko05143],1811
nmdc:bsm-11-622k6044,map05144,Malaria [PATH:ko05144],28
nmdc:bsm-11-622k6044,map05145,Toxoplasmosis [PATH:ko05145],13482
nmdc:bsm-11-622k6044,map05146,Amoebiasis [PATH:ko05146],4016
nmdc:bsm-11-622k6044,map05150,Staphylococcus aureus infection [PATH:ko05150],206
nmdc:bsm-11-622k6044,map05152,Tuberculosis [PATH:ko05152],157510
nmdc:bsm-11-622k6044,map05160,Hepatitis C [PATH:ko05160],13253
nmdc:bsm-11-622k6044,map05161,Hepatitis B [PATH:ko05161],10860
nmdc:bsm-11-622k6044,map05162,Measles [PATH:ko05162],13821
nmdc:bsm-11-622k6044,map05163,Human cytomegalovirus infection [PATH:ko05163],16683
nmdc:bsm-11-622k6044,map05164,Influenza A [PATH:ko05164],13952
nmdc:bsm-11-622k6044,map05165,Human papillomavirus infection [PATH:ko05165],9950
nmdc:bsm-11-622k6044,map05166,Human T-cell leukemia virus 1 infection [PATH:ko05166],7777
nmdc:bsm-11-622k6044,map05167,Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167],30000
nmdc:bsm-11-622k6044,map05168,Herpes simplex virus 1 infection [PATH:ko05168],10983
nmdc:bsm-11-622k6044,map05169,Epstein-Barr virus infection [PATH:ko05169],13503
nmdc:bsm-11-622k6044,map05170,Human immunodeficiency virus 1 infection [PATH:ko05170],18224
nmdc:bsm-11-622k6044,map05171,Coronavirus disease - COVID-19 [PATH:ko05171],34965
nmdc:bsm-11-622k6044,map05200,Pathways in cancer [PATH:ko05200],37371
nmdc:bsm-11-622k6044,map05202,Transcriptional misregulation in cancer [PATH:ko05202],6278
nmdc:bsm-11-622k6044,map05203,Viral carcinogenesis [PATH:ko05203],20185
nmdc:bsm-11-622k6044,map05204,Chemical carcinogenesis - DNA adducts [PATH:ko05204],12110
nmdc:bsm-11-622k6044,map05205,Proteoglycans in cancer [PATH:ko05205],13476
nmdc:bsm-11-622k6044,map05206,MicroRNAs in cancer [PATH:ko05206],10236
nmdc:bsm-11-622k6044,map05207,Chemical carcinogenesis - receptor activation [PATH:ko05207],20882
nmdc:bsm-11-622k6044,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],110819
nmdc:bsm-11-622k6044,map05210,Colorectal cancer [PATH:ko05210],13053
nmdc:bsm-11-622k6044,map05211,Renal cell carcinoma [PATH:ko05211],6752
nmdc:bsm-11-622k6044,map05212,Pancreatic cancer [PATH:ko05212],4060
nmdc:bsm-11-622k6044,map05213,Endometrial cancer [PATH:ko05213],2476
nmdc:bsm-11-622k6044,map05214,Glioma [PATH:ko05214],4159
nmdc:bsm-11-622k6044,map05215,Prostate cancer [PATH:ko05215],7834
nmdc:bsm-11-622k6044,map05216,Thyroid cancer [PATH:ko05216],1611
nmdc:bsm-11-622k6044,map05217,Basal cell carcinoma [PATH:ko05217],312
nmdc:bsm-11-622k6044,map05218,Melanoma [PATH:ko05218],1577
nmdc:bsm-11-622k6044,map05219,Bladder cancer [PATH:ko05219],1525
nmdc:bsm-11-622k6044,map05220,Chronic myeloid leukemia [PATH:ko05220],2178
nmdc:bsm-11-622k6044,map05221,Acute myeloid leukemia [PATH:ko05221],2468
nmdc:bsm-11-622k6044,map05222,Small cell lung cancer [PATH:ko05222],8391
nmdc:bsm-11-622k6044,map05223,Non-small cell lung cancer [PATH:ko05223],2287
nmdc:bsm-11-622k6044,map05224,Breast cancer [PATH:ko05224],2860
nmdc:bsm-11-622k6044,map05225,Hepatocellular carcinoma [PATH:ko05225],15930
nmdc:bsm-11-622k6044,map05226,Gastric cancer [PATH:ko05226],5647
nmdc:bsm-11-622k6044,map05230,Central carbon metabolism in cancer [PATH:ko05230],34705
nmdc:bsm-11-622k6044,map05231,Choline metabolism in cancer [PATH:ko05231],5005
nmdc:bsm-11-622k6044,map05235,PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],2994
nmdc:bsm-11-622k6044,map05321,Inflammatory bowel disease [PATH:ko05321],6
nmdc:bsm-11-622k6044,map05322,Systemic lupus erythematosus [PATH:ko05322],18270
nmdc:bsm-11-622k6044,map05323,Rheumatoid arthritis [PATH:ko05323],4800
nmdc:bsm-11-622k6044,map05340,Primary immunodeficiency [PATH:ko05340],515
nmdc:bsm-11-622k6044,map05410,Hypertrophic cardiomyopathy [PATH:ko05410],2820
nmdc:bsm-11-622k6044,map05412,Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412],1457
nmdc:bsm-11-622k6044,map05414,Dilated cardiomyopathy [PATH:ko05414],2391
nmdc:bsm-11-622k6044,map05415,Diabetic cardiomyopathy [PATH:ko05415],110433
nmdc:bsm-11-622k6044,map05416,Viral myocarditis [PATH:ko05416],11493
nmdc:bsm-11-622k6044,map05417,Lipid and atherosclerosis [PATH:ko05417],124277
nmdc:bsm-11-622k6044,map05418,Fluid shear stress and atherosclerosis [PATH:ko05418],60583
nmdc:bsm-11-622k6044,map99973,Transcription,198344
nmdc:bsm-11-622k6044,map99974,Translation,826
nmdc:bsm-11-622k6044,map99975,Protein processing,35409
nmdc:bsm-11-622k6044,map99976,Replication and repair,39519
nmdc:bsm-11-622k6044,map99977,Transport,63893
nmdc:bsm-11-622k6044,map99978,Cell growth,11399
nmdc:bsm-11-622k6044,map99980,Enzymes with EC numbers,546629
nmdc:bsm-11-622k6044,map99981,Carbohydrate metabolism,5864
nmdc:bsm-11-622k6044,map99982,Energy metabolism,34764
nmdc:bsm-11-622k6044,map99983,Lipid metabolism,359
