bin_oid	Bin ID	Genome Name	IMG Genome ID	Bin Lineage	Bin Methods	Created By	Date Added	Bin Completeness	Bin Contamination	Average Coverage	Total Number of Bases	5s rRNA	18s rRNA	28s rRNA	Scaffold Count
3300022935_8	3300022935_8	Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 071405AT metaG (version 2)	3300022935	Eukaryota; Chlorophyta; Trebouxiophyceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	66.67	0	14.11	9341360	0	0	0	1185
3300023115_5	3300023115_5	Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 071410BT metaG (version 2)	3300023115	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Bathycoccus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	68.2	3.6	49.4	12112182	5	0	0	1953
3300023117_4	3300023117_4	Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 071409AT metaG (version 2)	3300023117	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Bathycoccus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	86.8	1.2	43.41	13713988	3	0	0	1652
3300023117_5	3300023117_5	Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 071409AT metaG (version 2)	3300023117	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	82.6	2.4	52.12	10770223	2	0	0	930
3300023170_4	3300023170_4	Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 071407BT metaG (version 2)	3300023170	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Bathycoccus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	89.2	0.8	27.21	12708674	4	0	0	1345
3300023170_7	3300023170_7	Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 071407BT metaG (version 2)	3300023170	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	76.8	0.2	25.94	9947698	1	0	0	1093
3300031132_10	3300031132_10	Phyllosphere microbial communities from UC Gill Tract Community Farm, Albany, California, United States - DLSLF.R1	3300031132	Eukaryota; Basidiomycota; Microbotryomycetes; Sporidiobolales; Sporidiobolaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	53.6	1	16.18	15392147	0	0	0	2007
3300031132_8	3300031132_8	Phyllosphere microbial communities from UC Gill Tract Community Farm, Albany, California, United States - DLSLF.R1	3300031132	Eukaryota; Basidiomycota	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	54.78	0	17.3	15740698	0	0	0	799
3300031211_1	3300031211_1	Saline water microbial communities from Organic Lake, Antarctica - #784	3300031211	Eukaryota; Chlorophyta; Chlorophyceae; Chlamydomonadales; Dunaliellaceae; Dunaliella	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	52.17	0	18.01	68355403	4	0	0	7927
3300031224_2	3300031224_2	Saline water microbial communities from Organic Lake, Antarctica - #989	3300031224	Eukaryota; Bigyra; Bicosoecida	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	83.43	3.87	24.08	25425964	16	0	0	2005
3300031225_1	3300031225_1	Saline water microbial communities from Organic Lake, Antarctica - #175	3300031225	Eukaryota; Chlorophyta; Chlorophyceae; Chlamydomonadales; Dunaliellaceae; Dunaliella	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	65.22	0	25.85	74530063	3	0	0	7105
3300031261_3	3300031261_3	Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - I_Bog_E1_1	3300031261	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Hyaloscyphaceae; Hyaloscypha	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	72.18	5.64	10.71	37409339	15	13	15	6221
3300031382_1	3300031382_1	Saline water microbial communities from Organic Lake, Antarctica - #714	3300031382	Eukaryota; Xanthophyceae; Tribonematales; Heteropediaceae; Heterococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	53.85	3.08	21.67	40432964	7	4	4	7533
3300031387_1	3300031387_1	Saline water microbial communities from Organic Lake, Antarctica - #232	3300031387	Eukaryota; Chlorophyta; Chlorophyceae; Chlamydomonadales; Dunaliellaceae; Dunaliella	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	73.91	1.45	27.5	97057233	7	0	0	9937
3300031399_1	3300031399_1	Saline water microbial communities from Organic Lake, Antarctica - #650	3300031399	Eukaryota; Chlorophyta; Chlorophyceae; Chlamydomonadales; Dunaliellaceae; Dunaliella	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	63.77	0	28.99	76333960	4	0	0	7018
3300031404_1	3300031404_1	Saline water microbial communities from Organic Lake, Antarctica - #228	3300031404	Eukaryota; Chlorophyta; Chlorophyceae; Chlamydomonadales; Dunaliellaceae; Dunaliella	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	57.97	0	18.58	74169524	6	0	0	8293
3300031417_6	3300031417_6	Phyllosphere microbial communities from UC Gill Tract Community Farm, Albany, California, United States - DLSLSB.R2	3300031417	Eukaryota; Basidiomycota; Microbotryomycetes; Sporidiobolales; Sporidiobolaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	74.2	0.4	12.31	18216694	0	0	0	2033
3300031417_7	3300031417_7	Phyllosphere microbial communities from UC Gill Tract Community Farm, Albany, California, United States - DLSLSB.R2	3300031417	Eukaryota; Basidiomycota; Microbotryomycetes; Sporidiobolales; Sporidiobolaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	53.8	0.8	16.65	15930472	0	0	0	2070
3300031420_6	3300031420_6	Phyllosphere microbial communities from UC Gill Tract Community Farm, Albany, California, United States - DLSLSB.R1	3300031420	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	79	1.6	10.06	19053247	0	0	0	2381
3300031420_7	3300031420_7	Phyllosphere microbial communities from UC Gill Tract Community Farm, Albany, California, United States - DLSLSB.R1	3300031420	Eukaryota; Basidiomycota; Microbotryomycetes; Sporidiobolales; Sporidiobolaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	85.6	0.6	14.65	19999904	0	0	0	1271
3300031420_8	3300031420_8	Phyllosphere microbial communities from UC Gill Tract Community Farm, Albany, California, United States - DLSLSB.R1	3300031420	Eukaryota; Basidiomycota; Microbotryomycetes; Sporidiobolales; Sporidiobolaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	59.2	2.8	20.88	18809259	0	0	0	2522
3300031448_4	3300031448_4	Rock endolithic microbial communities from Victoria Land, Antarctica - Knobhead nord	3300031448	Eukaryota; Chlorophyta; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	54.2	2.8	23.8	41533115	4	0	0	7880
3300031450_3	3300031450_3	Rock endolithic microbial communities from Victoria Land, Antarctica - University Valley sud	3300031450	Eukaryota; Chlorophyta; Trebouxiophyceae; Coccomyxa	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	78.72	6.38	15.34	35511044	8	0	0	4760
3300031451_3	3300031451_3	Rock endolithic microbial communities from Victoria Land, Antarctica - Siegfried Peak nord	3300031451	Eukaryota; Ascomycota; Lecanoromycetes; Lecanorales; Parmeliaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	65.41	0.38	129.81	26149876	8	0	0	72
3300031452_2	3300031452_2	Rock endolithic microbial communities from Victoria Land, Antarctica - Mt New Zealand nord	3300031452	Eukaryota; Chlorophyta; Trebouxiophyceae; Coccomyxa	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	91.49	4.26	62.94	43444018	8	1	0	416
3300031454_4	3300031454_4	Rock endolithic microbial communities from Victoria Land, Antarctica - Siegfried Peak sud	3300031454	Eukaryota; Ascomycota; Lecanoromycetes; Lecanorales; Parmeliaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	73.31	0	42.81	20186529	7	0	0	280
3300031456_5	3300031456_5	Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 15_EM	3300031456	Eukaryota; Ascomycota; Pezizomycetes; Pezizales; Tuberaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	74.81	0.75	34.66	62219428	38	0	0	2955
3300031470_4	3300031470_4	Rock endolithic microbial communities from Victoria Land, Antarctica - University Valley nord	3300031470	Eukaryota; Chlorophyta; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	60.4	4	21.71	48309278	5	0	0	9239
3300031470_5	3300031470_5	Rock endolithic microbial communities from Victoria Land, Antarctica - University Valley nord	3300031470	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	89.4	1.8	18.53	18259481	2	0	0	649
3300031472_4	3300031472_4	Rock endolithic microbial communities from Victoria Land, Antarctica - Richard Nunatak red sandstone	3300031472	Eukaryota; Ascomycota; Lecanoromycetes; Lecanorales; Parmeliaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	80.45	8.27	24.67	25055651	6	0	0	2094
3300031524_9	3300031524_9	Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - Bog_T0_3	3300031524	Eukaryota; Ascomycota; Leotiomycetes; Helotiales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	55.64	1.13	10.79	20877962	14	12	13	4165
3300055476_12	3300055476_12	Sea ice microbial communities from Arctic Ocean - MOSAiC HAVOC_23_ice_RGb	3300055476	Eukaryota; Basidiomycota; Microbotryomycetes; Sporidiobolales; Sporidiobolaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	56.2	0.6	17.47	11704469	0	0	0	1419
3300055477_13	3300055477_13	Seawater microbial communities from Arctic Ocean - MOSAiC HAVOC_29_UiW_Ridge	3300055477	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	97.6	0	481.45	21181574	7	0	0	729
3300055527_20	3300055527_20	Sediment microbial communities from Arctic Ocean - MOSAiC HAVOC_64_trap_Ridge_5m	3300055527	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	71.6	1	28.48	16063346	5	0	0	2457
3300055721_113	3300055721_113	Peat moss microbial communities from Litchfield Island, Antarctica - 18O.17W.11 SIP fraction	3300055721	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	87.22	0.75	59.3	37179881	13	0	8	2482
3300056851_182	3300056851_182	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19C_T0	3300056851	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	90.6	0.75	28.42	40422903	17	1	3	1468
3300056851_60	3300056851_60	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19C_T0	3300056851	Eukaryota; Ascomycota; Leotiomycetes; Helotiales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	58.27	0	13.04	22959084	11	0	0	1008
3300056851_92	3300056851_92	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19C_T0	3300056851	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-29	69.92	3.76	7.96	27009471	6	0	0	3287
3300022654_1	3300022654_1	Goat fecal pellet enrichment culture fungal communities from Isla Vista, California, USA - Alfalfa, Gen0, Rep 2, Chloramphenicol (v2) (version 2)	3300022654	Eukaryota	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-10	62.61	9.57	97.74	66396120	2	0	0	9735
3300055291_17	3300055291_17	Seawater microbial communities from Arctic Ocean - MOSAiC HAVOC_37_gap3_leg4	3300055291	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-10	93.8	0	266.42	20605676	7	0	0	588
3300055448_6	3300055448_6	Peat moss microbial communities from Litchfield Island, Antarctica - 18O.19C.12 SIP fraction	3300055448	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-02-10	71.43	1.13	14.93	28725220	11	2	3	4007
3300050821_2120	3300050821_2120	Co-assembly of Harvard Forest metagenomes from Barre Woods	3300050821	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-31	60.05	0.5	9.92	13512421	0	0	0	1453
3300050821_2575	3300050821_2575	Co-assembly of Harvard Forest metagenomes from Barre Woods	3300050821	Eukaryota; Ascomycota; Dothideomycetes	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-31	60.15	0.38	12.97	12402653	1	0	0	1097
3300047160_1216	3300047160_1216	GRE coassembly MetaHipMer	3300047160	Eukaryota; Ascomycota; Sordariomycetes	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-30	81.2	0.75	12.68	19078178	4	0	0	1433
3300013868_1	3300013868_1	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA - InSight In2 SAF170 SPAdes reassembly (version 2)	3300013868	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-24	53.38	6.02	32.83	16607347	8	0	0	1684
3300005580_1	3300005580_1	Freshwater lentic microbial communities from great Laurentian Lakes, MI, USA - Great Lakes metaG MI27MSRF	3300005580	Eukaryota; Chlorophyta	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-23	80.65	6.45	20.57	15443659	5	0	0	1845
3300005522_2	3300005522_2	Marine microbial and viral communities from oxygen minimum zone, Eastern Pacific Ocean - ETNP2014F10-02SV257	3300005522	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-22	70.4	0.4	19.27	8854932	3	1	0	1330
3300030058_3	3300030058_3	Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - I_Palsa_E3_1	3300030058	Eukaryota; Ascomycota	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-22	55.22	1.74	9.68	14084959	17	4	6	2481
3300067032_1348	3300067032_1348	NEON combined assembly	3300067032	Eukaryota; Ascomycota; Leotiomycetes; Pseudeurotiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-16	95.11	0.75	17.31	29857094	4	0	0	789
3300067032_1900	3300067032_1900	NEON combined assembly	3300067032	Eukaryota; Ascomycota; Leotiomycetes; Helotiales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-16	99.62	0	17.85	32235788	10	0	1	303
3300067032_2348	3300067032_2348	NEON combined assembly	3300067032	Eukaryota; Ascomycota; Leotiomycetes; Helotiales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-16	74.81	0.75	15.4	27548388	5	1	0	1306
3300067032_2665	3300067032_2665	NEON combined assembly	3300067032	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Hyaloscyphaceae; Hyaloscypha	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-16	81.2	0.75	39.98	39019239	11	0	0	1337
3300067032_2731	3300067032_2731	NEON combined assembly	3300067032	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-16	57.82	0.74	17.29	15692517	8	0	0	769
3300005404_2	3300005404_2	Marine microbial and viral communities from oxygen minimum zone, Eastern Pacific Ocean - ETNP201406SV205	3300005404	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Bathycoccus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-11	64.8	0.4	11.27	9685551	4	1	0	1622
3300005404_4	3300005404_4	Marine microbial and viral communities from oxygen minimum zone, Eastern Pacific Ocean - ETNP201406SV205	3300005404	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-11	55.6	0.2	13.19	6571599	2	0	0	1275
3300005432_2	3300005432_2	Marine microbial and viral communities from oxygen minimum zone, Eastern Pacific Ocean - ETNP201310SV78	3300005432	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-11	57.8	0.2	9.96	7542436	1	0	0	1265
3300012922_3	3300012922_3	Vadose zone soil microbial communities from Angelo Coast Range Reserve, California, USA - czobulk1.16 metaG	3300012922	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-05	89.83	1.74	10.09	25888662	0	0	0	2377
3300012923_3	3300012923_3	Vadose zone soil microbial communities from Angelo Coast Range Reserve, California, USA - Mad1_40_16 metaG	3300012923	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-05	63.52	3.23	7.28	18642867	7	0	0	3273
3300012582_3	3300012582_3	Vadose zone soil microbial communities from Angelo Coast Range Reserve, California, USA - Mad1_20_16 metaG	3300012582	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	76.92	0.25	8.01	21120196	9	0	0	2899
3300012685_3	3300012685_3	Vadose zone soil microbial communities from Angelo Coast Range Reserve, California, USA - czorhiz1.16 metaG	3300012685	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	91.07	1.74	10.45	25367621	0	0	0	2365
3300012795_2	3300012795_2	Phycosphere-associated microbial communities from algal ponds in Kailua-Kona, Hawaii, USA - Cellana AP2-5-5 metagenome pilot	3300012795	Eukaryota; Eustigmatophyceae; Eustigmatales; Monodopsidaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	60.2	0.2	43.05	9661724	2	0	0	273
3300012807_1	3300012807_1	Phycosphere-associated microbial communities from Cellana algal ponds in Kailua-Kona, Hawaii, USA - Cellana AP2-4-25 metagenome pilot	3300012807	Eukaryota; Eustigmatophyceae; Eustigmatales; Monodopsidaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	81.2	0.2	34.75	14761815	3	0	0	576
3300056829_208	3300056829_208	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_18W_TP2_16O	3300056829	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	57.14	1.5	6.99	17375817	6	0	0	2905
3300056830_125	3300056830_125	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_20W_TP2_16O	3300056830	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	56.02	1.13	24.36	32600683	19	2	6	1249
3300056830_65	3300056830_65	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_20W_TP2_16O	3300056830	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	98.5	1.5	17.6	37212715	10	0	0	1091
3300056830_97	3300056830_97	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_20W_TP2_16O	3300056830	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Hyaloscyphaceae; Hyaloscypha	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	64.66	1.13	63.5	19556208	12	0	2	1623
3300056833_141	3300056833_141	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_17W_TP2_16O	3300056833	Eukaryota; Ascomycota; Leotiomycetes; Helotiales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	99.25	1.88	19.07	57585108	13	1	3	1319
3300056833_94	3300056833_94	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_17W_TP2_16O	3300056833	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-04	54.89	1.13	31.3	25535184	11	1	1	2094
3300004127_1	3300004127_1	High solid enriched microbial communities from the Joint BioEnergy Institute, USA - SP1-8-D	3300004127	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-02	96.62	0	192.79	25858527	45	0	0	911
3300036805_4	3300036805_4	Soil fungal communities from native Pine forests in California, United States - CAM_3	3300036805	Eukaryota; Basidiomycota; Agaricomycetes	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-02	51.3	8.26	8.19	20772306	4	3	3	4561
3300036807_3	3300036807_3	Marine microbial communities from Western Arctic Ocean, Canada - AG5_20m	3300036807	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-01-02	67.8	0.2	16.14	13680495	3	1	1	2416
3300003790_3	3300003790_3	Arabidopsis root microbial communities from North Carolina, USA - plate scrape MF_Col_mMS_r2	3300003790	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-19	52.26	0.38	18.49	17725452	15	0	0	3473
3300003620_2	3300003620_2	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - Saanich Inlet SI037_S3LV_10m_DNA	3300003620	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-18	70.8	0.4	38.69	9180283	1	0	0	1440
3300019889_4	3300019889_4	Soil microbial communities from a riparian zone of the East river system, Colorado, United States - L2c2	3300019889	Eukaryota; Basidiomycota; Agaricomycetes; Agaricales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-12	93.55	0.99	34.61	28786692	0	0	0	2434
3300035674_5	3300035674_5	Biological soil crust microbial communities from Mojave Desert, California, United States - CLC_S1	3300035674	Eukaryota; Ascomycota; Lecanoromycetes; Lecanorales; Parmeliaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-07	86.09	0	21.37	25342784	6	0	3	874
3300035683_6	3300035683_6	Biological soil crust microbial communities from Mojave Desert, California, United States - CLC_S2	3300035683	Eukaryota; Ascomycota; Lecanoromycetes; Lecanorales; Parmeliaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-07	85.34	0	11.12	23870927	10	0	4	1695
3300002949_1	3300002949_1	High solid enriched microbial communities from the Joint BioEnergy Institute, USA - SP1-3-D	3300002949	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-01	93.98	1.13	36.46	25543003	42	0	0	1310
3300002952_1	3300002952_1	High solid enriched microbial communities from the Joint BioEnergy Institute, USA - SP1-7-D	3300002952	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-01	54.89	0.38	19.84	14351641	17	0	0	2303
3300019459_5	3300019459_5	Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 011511BT metaG (megahit assembly)	3300019459	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-01	91	0.2	13.29	11589818	3	0	1	644
3300027903_4	3300027903_4	Vadose zone soil microbial communities from the Eel River Critical Zone Observatory, Northern California, USA - Rivendell_Oct2014_Saprolite_2_DNA_Bulk_2 (SPAdes) (version 2)	3300027903	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-01	90.07	1.24	11.52	26377440	6	1	1	2812
3300030517_3	3300030517_3	Rock endolithic microbial communities from Victoria Land, Antarctica - Battleship Promontory nord	3300030517	Eukaryota; Chlorophyta; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-01	61.6	4.4	54.61	46372089	4	0	0	8210
3300030521_2	3300030521_2	Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 13_EM	3300030521	Eukaryota; Ascomycota; Pezizomycetes; Pezizales; Tuberaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-01	74.81	3.01	13.73	58641184	34	2	1	6061
3300030522_3	3300030522_3	Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 14_EM	3300030522	Eukaryota; Ascomycota; Pezizomycetes; Pezizales; Tuberaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2023-12-01	54.14	0.75	18.91	102303285	42	0	0	4138
